id,uri,old_findID,secuid,objecttype,objectCertainty,classification,subClassification,length,height,width,thickness,diameter,weight,quantity,otherRef,smrRef,musaccno,TID,broadperiod,fromdate,todate,periodFromName,subperiodFrom,periodToName,subperiodTo,cultureName,description,note,reasonTerm,notes,inscription,workflow,rulerName,mintName,denominationName,tribeName,reeceID,categoryTerm,typeTerm,geography,axis,moneyerName,obverseDescription,reverseDescription,obverseLegend,reverseLegend,mintmark,cciNumber,reverseType,datefound1,datefound2,regionName,county,district,parish,knownas,gridref,fourFigure,easting,northing,latitude,longitude,gridSource,subsequentActionTerm,currentLocation,thumbnail,imagedir,filename,finder,discoveryMethod,creator,institution,created,updated
999543,https://finds.org.uk/database/artefacts/record/id/999543,SOM-20B32C,PAS5E820B32001C47,COIN,,,,,,,,28.3,3.89,1,"SCC receipt 018721",,,,MEDIEVAL,1357,1367,MEDIEVAL,Middle,MEDIEVAL,Middle,,"Scottish Medieval silver groat of David II (1329-71) dating to AD 1357/8 to 1367. Second coinage, Class D3. Minted at Edinburgh. Spink&nbsp;5101. The coin has bent along one edge and torn at the bend. This may be due to post depositional damage as it has numerous scratches and dents. Ref Spink 2015, pg 26.Pellet behind crown and in first quarter, ornate letter A. Letter E for C in SCOTORVm (possibly the same obverse die as Burns, 1887 fig 297)&nbsp;",,,"The letter E for C in SCOTORVm is a feature on some dies of both the second coinage and the third lighter coinage of David II (ed. Carl Savage)",,3,"David II of Scotland","Edinburgh Castle",Groat,,,,"Scottish: groat of David II  (S 5091 - 5104, 5123 - 5125)",,6,,"Crowned bust facing left with sceptre in front, no star on sceptre handle, pellet behind crown","Long cross pattee dividing the legend which is in two concentric circles. A five pointed mullet in each quarter pierced by a five petalled flower with pellet centre","DAVID : DEI : GRA : REX : SE[O]TORVM","+DNS ,. P/TECTOR/ [MS + + LIB/]ATOR MS // VILL/A ED/[InBV]/RGh",,,,,,,Somerset,Mendip,"Restricted access","Emborough CP",,"Restricted access",,,,,,"Returned to finder",,1098581,images/lucybev/,SOM20B32C2.jpg,"Restricted info","Metal detector","Laura Burnett",SOM,2020-03-30T16:07:30Z,2020-06-04T14:47:21Z
998601,https://finds.org.uk/database/artefacts/record/id/998601,BERK-38240D,PAS5E738240001E34,COIN,,,,8.6,,8.4,,,,1,0145,,,,MEDIEVAL,1195,1249,MEDIEVAL,,MEDIEVAL,,,"A Medieval silver cut farthing, probably William I (1165-1214) or Alexander II (1214-49), Short Cross and Stars coinage probably Phase B (Spink, 5029-5031) dating to c.1205-c.1230, moneyer:&nbsp; Hue/Adam Walter or Henri Le Rvs, mint: Edinburgh, Perth or Roxburgh. Ref: Spink, 2015, pg 14.There is a retrograde letter h or R before the E which could represent the start of HENRI, in this case the legend will be retrograde or the end of WALTER (some dies have an h instead of an R at the end of Walter).&nbsp;&nbsp;The coin is 8.6mm&nbsp; in length, and&nbsp;8.4mm in width.",,,"The Phase B coinage was issued under William and posthumously in William&#39;s name under Alexander II until c.1235 when coins in Alexander&#39;s own name were issued. Hue/Adam and Walter were the Edinburgh and Perth moneyers working jointly, they also minted at Roxburgh. &nbsp;",,3,"William I of Scotland",,,,,,"Scottish: William I, Short Cross and Stars coinage Phase B (S 5029 - 5033))",,,,Illegible,"Short voided cross with six point star in quarter","[...] LE [...]","[...] h/R(?)E [...]",,,,,,,Oxfordshire,"South Oxfordshire","Restricted access",,,"Restricted access",,,,,,"Returned to finder",,1096966,images/helenacostas/,BERK38240D.jpg,"Restricted info","Metal detector","Helena Costas",BERK,2020-03-19T14:31:28Z,2020-06-04T14:48:38Z
997770,https://finds.org.uk/database/artefacts/record/id/997770,YORYM-A3AD44,PAS5E6A3AD4001415,COIN,,,,,,,,19.3,1.4,1,"YMT : E06523",,,,MEDIEVAL,1280,1286,MEDIEVAL,,MEDIEVAL,,,"A silver medieval Scottish penny of Alexander III (1249-86) Second&nbsp;coinage class Mc2/D mule (Spink 5055) dating to the period AD 1280 - 1286 . Long cross reverse with two six-pointed mullets in the second and fourth quarters and two six-pointed stars in the first and third quarters. Possibly Berwick mint. Ref Spink, 2015, pg 19.",,,,,3,"Alexander III of Scotland",,Penny,,,,"Scottish: Alexander III Long Cross and Stars Second coinage solid cross (S 5060 - 5062)",,6,,"Crowned bust left","Long cross with two mullets and two stars in angles","ALEXANDER DEI GRA",REX/SCO/TOR/VM,,,,,,,"North Yorkshire",Ryedale,"Restricted access",,,"Restricted access",,,,,,"Returned to finder",,1099541,images/bmorris/,NHY0025.jpg,"Restricted info","Metal detector","Rebecca Griffiths",YORYM,2020-03-12T13:36:20Z,2020-06-04T14:49:27Z
997369,https://finds.org.uk/database/artefacts/record/id/997369,YORYM-7B8231,PAS5E67B82300110C,COIN,,,,,,,,18.9,0.9,1,"YMT : E06516",,,,MEDIEVAL,1280,1286,MEDIEVAL,,MEDIEVAL,,,"A broken silver medieval Scottish penny of Alexander III (1249-86) second coinage, probably class Mc1 (Spink 5055) dating to the period AD 1280 - 1286. Long cross reverse with mullets in angles. Uncertain number of points. Mint of Scotland. Ref. Spink, 2015, pg 19.&nbsp;",,,,,3,"Alexander III of Scotland",,Penny,,,,"Scottish: Alexander III Long Cross and Stars Second Coinage solid cross (S 5049 - 5059)",,5,,"Crowned bust left","Long cross with mullets in angles","ALEX[ANDER DEI G]RA",[REX]/SCO/TOR/[VM],,,,,,,York,York,"Restricted access",,,"Restricted access",,,,,,"Returned to finder",,1096090,images/bmorris/,LFY0040.jpg,"Restricted info","Metal detector","Rebecca Griffiths",YORYM,2020-03-10T15:54:11Z,2020-06-04T14:50:12Z
996519,https://finds.org.uk/database/artefacts/record/id/996519,NLM-22C42A,PAS5E622C42001A84,COIN,,,,,,,,19.6,0.57,1,NLM45231,,,,MEDIEVAL,1195,1214,MEDIEVAL,,MEDIEVAL,,,"Silver Scottish voided short cross cut halfpenny of William I (1165-1214) or Alexander II (1214-49), Phase B, bust III (Spink 5029), moneyer: Hue and Walter, mint: Edinburgh or Perth, dating to c.1205-c.1230. Ref. Spink, 2015, pg 14.Obverse description: Bust&nbsp;left with crown of pelletsObverse inscription: +LE[---]Reverse description: Voided short cross, a star of six points in the visible angle; initial cross potent.Reverse inscription: +(----)/[--]T/ER:Diameter: 19.6mm, Weight: 0.57gms, die axis: probably 12",,,"The Phase B issues were also issued posthumously in the name of William under Alexander II until c.1235. Minted by Hue and Walter, the Edinburgh and Perth moneyers working jointly. &nbsp;",,3,"William I of Scotland",,"Cut halfpenny",,,,"Scottish: William I, Short Cross and Stars coinage Phase B (S 5029 - 5033))",,12,,"Bust left with crown of pellets","Voided short cross, a star of six points in the visible angle","possibly +LE[---]",+(----)/[--]T/ER:,,,,2020-03-03T00:00:00Z,,,Lincolnshire,"West Lindsey","Restricted access","near Thorganby",,"Restricted access",,,,,,"Returned to finder",,1095750,images/mforeman/,NLM45231.jpg,"Restricted info","Metal detector","Martin Foreman",NLM,2020-03-06T10:56:02Z,2020-06-04T14:51:05Z
995565,https://finds.org.uk/database/artefacts/record/id/995565,LIN-92BABF,PAS5E592BAB001F70,COIN,,,,,,,,10.23,0.16,1,,,,,MEDIEVAL,1166,1272,MEDIEVAL,,MEDIEVAL,,,"A fragment of a medieval silver coin.&nbsp;Short cross cut halfpenny of John (1166-1216) or Henry III&nbsp; (1207-1272) minted by Nicole, probably&nbsp;class 5 or class 8, uncertain mint.",,,,,3,,,,,,,,,,,,,,,,,,,,,Lincolnshire,"West Lindsey","Restricted access","Near Caistor",,"Restricted access",,,,,,"Returned to finder",,1095791,images/guisachan/,Lin92BABF.jpg,"Restricted info","Metal detector","Simon Collins",LIN,2020-02-28T15:03:07Z,2020-03-30T11:09:40Z
995561,https://finds.org.uk/database/artefacts/record/id/995561,LIN-92A78D,PAS5E592A78001D8C,COIN,,,,,,,,17.58,1.08,1,,,,,MEDIEVAL,1283,1285,MEDIEVAL,,MEDIEVAL,,,"Medieval coin. Penny of Edward I class 4b, Canterbury mint, date c.1283-85. (North 1991: 29, ref: 1024).Obverse: EDWR&#39; ANGL D[NS hYB]; Crowned bust facing with a trifoliate crown and wedged drapery. Reverse: CIVI/TAS/CAN/TOR; Long cross dividing the inscription with three pellets in each quadrant.&nbsp;North, J.J. 1991. English Hammered Coinage, Volume II, Edward I to Charles II, 1272-1662. Spink &amp; Son, London.",,,,,3,"Edward I of England",Canterbury,Penny,,,"English coin short and long cross period 1180 - 1278","Edwardian class 4b (N 1024)",,,,"Crowned bust facing with a trifoliate crown and wedged drapery","Long cross dividing the inscription with three pellets in each quadrant.","EDWR' ANGL D[NS hYB]",CIVI/TAS/CAN/TOR,,,,,,,Lincolnshire,"West Lindsey","Restricted access","Near Caistor",,"Restricted access",,,,,,"Returned to finder",,1095640,images/guisachan/,Lin92A78D.jpg,"Restricted info","Metal detector","Simon Collins",LIN,2020-02-28T14:58:00Z,2020-03-30T11:23:11Z
995557,https://finds.org.uk/database/artefacts/record/id/995557,LIN-928358,PAS5E5928350018A1,COIN,,,,,,,,18.3,1.31,1,,,,,MEDIEVAL,1493,1495,MEDIEVAL,,MEDIEVAL,,,"Silver coin. Halfgroat of Henry VII (1485-1509), Double arched, issue of 1493-1495, Canterbury mint. Type 3C. Mintmark Tun (123).Obverse description: Facing bare-shouldered bust with double arched crown within a tressure of seven arches crescents on the cusps.Obverse inscription: [hENRIC&rsquo;DI GRA&rsquo; REX &nbsp;ANGL]Reverse description: Long cross with hole in the end of each arm, three pellets in each angle, inscription in two orders.Reverse inscription: [outer]: [POSVI]/DEV A/DIV[TO/RE MEV]; [inner]: CIVI/TAS/CAN/TOR",,,,,3,"Henry VII of England",Canterbury,"Half groat",,,"English coin Late Medieval 1377 - 1489","Halfgroat: Henry VII, Facing bust issue, Class 3 (N 1708, 1709, 1712)",,,,"Facing bare-shouldered bust with double arched crown within a tressure of seven arches crescents on the cusps.","Long cross with hole in the end of each arm, three pellets in each angle, inscription in two orders.","[hENRIC'DI GRA' REX  ANGL]","Reverse inscription: [outer]: [POSVI]/DEV A/DIV[TO/RE MEV]; [inner]: CIVI/TAS/CAN/TOR",,,,,,,Lincolnshire,"West Lindsey","Restricted access","Near Caistor",,"Restricted access",,,,,,"Returned to finder",,1095646,images/guisachan/,Lin928358.jpg,"Restricted info","Metal detector","Simon Collins",LIN,2020-02-28T14:48:21Z,2020-03-30T11:41:25Z
995550,https://finds.org.uk/database/artefacts/record/id/995550,LIN-924C36,PAS5E5924C30016B9,COIN,,,,,,,,14.71,0.84,1,,,,,MEDIEVAL,1361,1377,MEDIEVAL,,MEDIEVAL,,,"Penny of Edward III probably treaty or post treaty period based on the crown style, mint most likely London, date is 1361-77Obverse:&nbsp;EDW / crowned bust facing frontReverse: CIVI/TAS / long cross with three pellets in each angle",,,,,3,"Edward III of England",London,Penny,,,"English coin Edwardian type 1279 - 1377","Penny, halfpenny or farthing (Fourth coinage) of Edward III not further defined",,,,"crowned bust facing front","long cross with three pellets in each angle",EDW,CIVI/TAS,,,,,,,Lincolnshire,"West Lindsey","Restricted access","Near Caistor",,"Restricted access",,,,,,"Returned to finder",,1095790,images/guisachan/,Lin924C36.jpg,"Restricted info","Metal detector","Simon Collins",LIN,2020-02-28T14:33:39Z,2020-03-30T12:00:25Z
995043,https://finds.org.uk/database/artefacts/record/id/995043,SF-65A377,PAS5E565A37001788,COIN,,,,,,,0.61,17.18,0.53,1,,,,,MEDIEVAL,1205,1230,MEDIEVAL,,MEDIEVAL,,,"A silver Medieval Scottish cut halfpenny of&nbsp;William I &#39;The Lion&#39; ( AD 1165 - 1214), Short Cross and Stars, phase B (Spink, 5029-5030), uncertain bust type, dating to&nbsp;&nbsp;c.&nbsp;AD&nbsp;1205 - 1230, moneyer: Hue/Adam Walter, mint: Edinburgh, Perth or Roxburgh. Ref Spink, 2015, pg 14.",,,"The Phase B coinage was issued under William and also posthumously in William&#39;s name under Alexander II until c.1235 when coins were issued in Alexander&#39;s own name. The moneyers Hue/Adam and Walter were the Edinburgh and Perth moneyers working jointly, they also minted at Roxburgh.",,3,"William I of Scotland",,"Cut halfpenny",,,,"Scottish: William I, Short Cross and Stars coinage Phase B (S 5029 - 5033))",,9,,"[Crowned bust left]; holding sceptre.","Voided short cross, with star in angles.",[...]AM,[...]LTER[...],-,,,2020-02-02T00:00:00Z,,,Suffolk,"Suffolk Coastal","Restricted access","Campsey Ash",,"Restricted access",,,,,,"Returned to finder",,1105986,images/ricc/,CAA_SF65A377.jpg,"Restricted info","Metal detector","Riccardo Caravello",SF,2020-02-26T11:44:55Z,2020-06-04T14:51:55Z
993797,https://finds.org.uk/database/artefacts/record/id/993797,SUR-BE78A1,PAS5E4BE78A001172,COIN,,,,8.6,,7.7,0.4,,0.23,1,,,,,MEDIEVAL,1250,1280,MEDIEVAL,,MEDIEVAL,,,"A silver Scottish cut farthing of Alexander III (1249-1286), first coinage long cross and stars type, dating to 1250-1280. Uncertain moneyer or mint (possibly Roxburgh).Letters ONR ligate",,,,,3,"Alexander III of Scotland",,"Cut farthing",,,,"Scottish: Alexander III Long cross and stars first coinage with voided cross (S 5042 - 5048)",,,,,,,[...]/On/[...],,,,2019-04-03T00:00:00Z,,,Hampshire,Winchester,"Restricted access",,,"Restricted access",,,,,,"Returned to finder",,1093119,images/smaslin/,SURBE78A1.jpg,"Restricted info","Metal detector","Simon Maslin",SUR,2020-02-18T13:32:58Z,2020-06-04T14:53:00Z
