id,uri,old_findID,secuid,objecttype,objectCertainty,classification,subClassification,length,height,width,thickness,diameter,weight,quantity,otherRef,smrRef,musaccno,TID,broadperiod,fromdate,todate,periodFromName,subperiodFrom,periodToName,subperiodTo,cultureName,description,note,reasonTerm,notes,inscription,workflow,rulerName,mintName,denominationName,tribeName,reeceID,categoryTerm,typeTerm,geography,axis,moneyerName,obverseDescription,reverseDescription,obverseLegend,reverseLegend,mintmark,cciNumber,reverseType,datefound1,datefound2,regionName,county,district,parish,knownas,gridref,fourFigure,easting,northing,latitude,longitude,gridSource,subsequentActionTerm,currentLocation,thumbnail,imagedir,filename,finder,discoveryMethod,creator,institution,created,updated
899228,https://finds.org.uk/database/artefacts/record/id/899228,HAMP-07EE32,PAS5AE07EE300127F,COIN,,,,,,,,25.55,14.58,1,"Hampshire Cultural Trust Object Entry Form ALTCM 2136",,,,"GREEK AND ROMAN PROVINCIAL",-285,-170,"GREEK AND ROMAN PROVINCIAL",,"GREEK AND ROMAN PROVINCIAL",,,"A copper-alloy coin of the Ptolemaic Kingdom of Egypt, possibly Ptolemy II (285-246 BC) or similar, dating to the c.3rd to 2nd centuries BC. Obverse depicting the diademed head of Zeus-Ammon right. Reverse type depicting an Eagle standing left on thunderbolt, wings open, within a dotted border(?). Mint of Alexandria. Cf. SNG Copenhagen 40: pl. VI, nos. 163-166 for similar examples.The coin has a D-shaped cross-section, being flat to the reverse and convex to the obverse.",,,,,3,"Ptolemy II","Alexandria (Egypt)","Uncertain (copper alloy)",,,,,,12,,"Diademed head of Zeus-Ammon right.","Eagle standing left on thunderbolt, wings open, within a dotted border(?)",Illegible,Illegible,-//-,,,,,,Hampshire,"East Hampshire","Restricted access",,,"Restricted access",,,,,,"Returned to finder",,1025036,images/khindshamp/,HAMP07EE32.jpg,"Restricted info","Metal detector","Nicholas Mead",HAMP,2018-04-25T14:13:07Z,2018-08-28T11:03:04Z
896255,https://finds.org.uk/database/artefacts/record/id/896255,NARC-4B53B4,PAS5AC4B53B00145F,COIN,,,,,,,3.56,23,10.9,1,,,,,"GREEK AND ROMAN PROVINCIAL",138,161,"GREEK AND ROMAN PROVINCIAL",,"GREEK AND ROMAN PROVINCIAL",,,"A Copper-alloy Roman provincial bronze coin, probably of Antoninus Pius (AD 138-161), dating to the period c.AD 138-161 (Reece period 7). Reverse type depicting S C within a laurel wreath. Mint of Antioch (Syria). As RPC (online) Vol. IV, no. 6999.Diameter: 23.00mm, Thickness: 3.56mm, Weight: 10.9g.",1,,,,3,"Antoninus Pius","Antioch, Syria","Uncertain (copper alloy)",,4,,,,12,,"Laureate head right","SC within laurel wreath, ? below","A??? K??C TI AI? A?[?]",,,,,,,,Northamptonshire,Wellingborough,"Restricted access",,,"Restricted access",,,,,,"Returned to finder",,1008143,images/elliecox05/,NARC4B53B4.jpg,"Restricted info","Metal detector","Eleanore Cox",NARC,2018-04-04T12:21:31Z,2018-04-04T16:13:35Z
885871,https://finds.org.uk/database/artefacts/record/id/885871,KENT-F35D4E,PAS5A6F35D4001F51,COIN,,,,,,,1.91,13.37,1.49,1,,,,,"GREEK AND ROMAN PROVINCIAL",-90,-70,"GREEK AND ROMAN PROVINCIAL",,"GREEK AND ROMAN PROVINCIAL",,,"A silver drachm, posthumous issue of the Indo-Greek (Bactrian) king Hermaios (c.90-70 BC) of the Kabul/Gandhara region (the modern border region of Afghanistan and Pakistan). Obverse: BA?I?E?? ??THPO? EPMAIOY ('Saviour King Hermaios'), diademed and draped bust right. Reverse: Karosthi inscription (maharajasa tratarasa / heramayasa: 'Saviour King Hermaios'), Zeus enthroned, seated left, holding sceptre in left hand and with right hand outstretched. Monogram in right field. Mint of Alexandria Arachotis. As Mitchiner, vol. 3, pp. 229-31, nos. 214, 215; Bopearachchi series 11 (O. Bopearachchi, Monnaies gr?co-bactriennes et indo-grecques, Catalogue raisonn?, Biblioth?que Nationale, Paris, 1991).Measurements: 13.37mm in diameter, 1.91mm thick and 1.49g in weight,",1,,Indo-,,3,Hermaeus,Bactria,Drachm,,,,,,12,,"Diademed and partially draped bust right","Zeus, radiate, seated left, holding sceptre in left hand and with right hand outstretched. 'AO' monogram in right field","(BA?I?E?? ??THPO? EPMAIOY)","Karosthi legend",,,,,,,Kent,Dover,"Restricted access",,,"Restricted access",,,,,,"Returned to finder",,646826,images/ucljo/,KENTF35D4E.jpg,"Restricted info","Metal detector","Walter (Jo) Ahmet",KENT,2018-01-29T14:55:16Z,2018-10-25T15:02:32Z
883532,https://finds.org.uk/database/artefacts/record/id/883532,HAMP-DECD4A,PAS5A5DECD4001A9A,COIN,,,,,,,,22.5,6.38,1,,,,,"GREEK AND ROMAN PROVINCIAL",253,268,"GREEK AND ROMAN PROVINCIAL",,"GREEK AND ROMAN PROVINCIAL",,,"A Roman provincial copper-alloy coin of Tabae, Caria (Turkey), dating to the period AD 253-268. The edge of the flan has been bent and damaged. This is probably recent damage, the coin appearing to have been disturbed by dredging activity, which would both account for its patina (from a waterlogged context) and also suggest it is likely a genuine ancient loss.Obverse: IEPOC ?HMOC, youthful, laureate, draped bust right; B before.Reverse: TAB-HN?N, Tyche standing left holding rudder and cornucopiae.Cf. BMC 50; see also SNG Copenhagen nos. 546-547; SNG von Aulock no.2711; SNG Tubingen nos. 3497-3498.",1,,,,3,"Uncertain Roman Provincial",Tabae,"Uncertain (copper alloy)",,,,,,6,,"Unbearded, youthful, laureate, draped bust right; B before.","Tyche standing left holding rudder and cornucopiae.",IEPOC-?HMOC,TAB-HN?N,,,,,,,Hampshire,Havant,"Restricted access",,,"Restricted access",,,,,,"Returned to finder",,645430,images/khindshamp/,TabaeCariawithscale.jpg,"Restricted info","Metal detector","Katie Hinds",HAMP,2018-01-16T12:15:16Z,2018-04-04T14:22:33Z
880726,https://finds.org.uk/database/artefacts/record/id/880726,LEIC-B859FD,PAS5A3B859F001D49,COIN,Certain,,,,,,,21,3.67,1,,,,,"GREEK AND ROMAN PROVINCIAL",241,344,"GREEK AND ROMAN PROVINCIAL",,"GREEK AND ROMAN PROVINCIAL",,,"Roman copper alloy Roman Provincial coin of the empress Tranquillina (AD 241-44), minted at Sardis in Lydia (AsiaMinor).Obverse inscription:???? ???????????? ??Obverse design: draped and diademed bust of Tranquillina, r.Reverse inscription: ????????? ? ????????Reverse design: Demeter standing l., holding ears of corn and long torch; at her feet, serpentBMC Greek, Lydia, no. 193; RPC Online Volume VII.1, ? 242.1(with thanks to Dario Calomino for his assistance)",,,,,3,Tranquillina,Sardes,Unit,,,,,,6,,"Diademed and draped bust right","Demeter standing l., holding ears of corn and long torch; at her feet, serpent","???? ???????????? ??","????????? ? ????????",,,,,,Eastern,Cambridgeshire,"South Cambridgeshire","Restricted access",,,"Restricted access",,,,,"Centred on field","Returned to finder",,642029,images/wscott/,LEICB859FD.jpg,"Restricted info","Metal detector","Wendy Scott",LEIC,2017-12-21T09:57:51Z,2018-01-02T09:17:15Z
878864,https://finds.org.uk/database/artefacts/record/id/878864,IOW-90F6B3,PAS5A290F6B001320,COIN,Certain,,,,,,,23.4,8.08,1,IOW2017-7-322,,,,"GREEK AND ROMAN PROVINCIAL",117,138,"GREEK AND ROMAN PROVINCIAL",Early,"GREEK AND ROMAN PROVINCIAL",Early,,"A complete and worn Roman Provincial copper-alloy coin struck for Hadrian (AD 117-38), dating to the period AD 117-38. Temple of Aphrodite at Paphos, in which conical xoanon with star and crescent above; to left and right, flaming torch and column; paved semi-circular walled courtyard in front reverse type. Mint of Sardis, in Lydia (Asia Minor).Obverse: ?? ??? ???????? ????????; Laureate and draped bust right.Reverse: ????? ?????????; Temple of Aphrodite at Paphos, in which conical xoanon with star and crescent above; to left and right, flaming torch and column; paved semi-circular walled courtyard in front.Diameter: 23.4mm. Weight: 8.08g. DA=12:12.Roman Provincial Coinage Vol III, no. 2400; BMC Greek, Sardis 285The recorder wishes to thank Dario Calomino and Michel Amandry for help with the identification of this coin.",1,"For inclusion in British Numismatic Journal ?Coin Register?",,,3,Hadrian,Sardes,,,,,,,12,,"Laureate and draped bust right","Temple of Aphrodite at Paphos, in which conical xoanon with star and crescent above; to left and right, flaming torch and column; paved semi-circular walled courtyard in front","?? ??? ???????? ????????","????? ?????????",,,,2017-12-03T00:00:00Z,2017-12-03T00:00:00Z,"South East","Isle of Wight","Isle of Wight","Restricted access","Isle of Wight",,"Restricted access",,,,,"GPS (from the finder)","Returned to finder",Finder,640699,images/fbasford/,IOW20177322a.JPG,"Restricted info","Metal detector","Frank Basford",IOW,2017-12-07T09:52:43Z,2018-02-26T15:20:34Z
875996,https://finds.org.uk/database/artefacts/record/id/875996,BM-445587,PAS5A144558001796,COIN,Certain,,,,,,,21,,1,,,,,"GREEK AND ROMAN PROVINCIAL",-100,-85,"GREEK AND ROMAN PROVINCIAL",,"GREEK AND ROMAN PROVINCIAL",,,"A worn copper-alloy Greek bronze coin of Amisus (Pontus), dating to the period c.100-85 BC. Obverse: Helmeted head of Ares right. Reverse: AMI-??? either side of a Sword in scabbard, ?AT monogram at lower left, ATE monogram to right. Cf. SNG IX: The British Museum, Part 1: The Black Sea, pl. XLIII, no. 1154passim.This coin is most plausibly a modern loss, brought back to Britain over the course of the last couple of centuries rather than a genuinely ancient loss. Without good archaeological context it is impossible to be certain, however the appearance of the coin, its type, and findspot suggest this is most likely, perhaps as a result of the Grand Tour or British soldiers returning from service overseas.",,,"This coin was found in a garden approximately 55 years ago.",,3,,Amisus,"Uncertain (copper alloy)",,,,,,,,"Helmeted head of Ares right.","either side of a Sword in scabbard, ?AT monogram at lower left, ATE monogram to right",,AMI-???,,,,1962-01-01T00:00:00Z,,Eastern,Suffolk,"Forest Heath","Restricted access",,,"Restricted access",,,,,"From finder","Returned to finder",,638159,images/aibrown/,BM445587_b.jpg,"Restricted info","Metal detector","Andrew Brown",BM,2017-11-21T15:25:12Z,2017-11-22T13:56:32Z
871486,https://finds.org.uk/database/artefacts/record/id/871486,KENT-F494DA,PAS59EF494D001A19,COIN,Certain,,,,,,5.12,20.51,7.03,1,,,,,"GREEK AND ROMAN PROVINCIAL",282,283,"GREEK AND ROMAN PROVINCIAL",,"GREEK AND ROMAN PROVINCIAL",,,"A worn copper-alloy Roman provincial tetradrachm of Carinus (AD 282-285), dating to the period AD 282-283 (Reece period 14). Reverse type depicting Tyche standing left holding rudder and cornucopiae, letters LA to the left. Mint of Alexandria. As Gei?en and Weiser, 1983: p. 68, nos. 3172-3173; BMC Greek Alexandria, c.f. 2448.Measurements: 20.51mm in diameter, 5.12mm thick and 7.03g in weight.",,,,,3,Carinus,"Alexandria (Egypt)",Tetradrachm,,,,,,12,,"Laureate and cuirassed bust right","Tyche standing left holding rudder and cornucopiae","[A K ]M A KA(?)IN[OC CEB]",LA,,,,,,"South East",Kent,Dover,"Restricted access",,,"Restricted access",,,,,"GPS (from the finder)","Returned to finder",,634472,images/ucljo/,KENTF494DA.jpg,"Restricted info","Metal detector","Walter (Jo) Ahmet",KENT,2017-10-24T15:08:13Z,2017-10-24T16:07:21Z
865765,https://finds.org.uk/database/artefacts/record/id/865765,SF-1147F0,PAS59C1147F001042,COIN,Certain,,,,,,,19.44,7.56,1,,,,,"GREEK AND ROMAN PROVINCIAL",281,282,"GREEK AND ROMAN PROVINCIAL",,"GREEK AND ROMAN PROVINCIAL",,,"A copper-alloy Roman provincial billon tetradrachm of Probus (AD 276-282), dating to the period AD 281-282 (Year 7) (Reece period 14). Reverse type depicting an Eagle standing left, head turned right with wreath in beak, flanked by the letters L-Z. Mint of Alexandria. As BMC Alexandria and the Nomes, p. 315, no. 2431.",,,,,3,Probus,"Alexandria (Egypt)",Tetradrachm,,,,,,12,,"Laureate and cuirassed bust right","Eagle standing left, head right with wreath in beak","A K M AVP ?POBOC C?B","L Z//-",,,,2017-09-19T00:00:00Z,,Eastern,Suffolk,"Forest Heath","Restricted access",Exning,,"Restricted access",,,,,"Generated from computer mapping software","Returned to finder",,1002592,images/alexbliss/,EXGSF1147F0.jpg,"Restricted info","Metal detector","Alexander Bliss",SF,2017-09-19T13:58:39Z,2018-03-07T16:19:51Z
863041,https://finds.org.uk/database/artefacts/record/id/863041,LVPL-93DF5E,PAS59A93DF5001E95,COIN,,,,12,,10,0.4,,0.6,1,,,,,"GREEK AND ROMAN PROVINCIAL",-400,-300,"GREEK AND ROMAN PROVINCIAL",,"GREEK AND ROMAN PROVINCIAL",,,"Greek coin - silver obol of the city of Massalia (Marseilles) in southern France, dating to c. 400-300 BC.Obverse: Youthful male head leftReverse: Wheel with four spokes; M A in two quarters.SNG Copenhagen Spain and Gaul, pl. XXXVI, nos. 722-8",1,,,,3,,Masslia,Obol,,,,,,,,"Youthful head left","Wheel with four spokes, M A in two quarters",-,"M A",,,,,,,Devon,Teignbridge,"Restricted access",Ide,,"Restricted access",,,,,,"Returned to finder",,629699,images/bengjones/,LVPL93DF5E.jpg,"Restricted info","Metal detector","Ben Jones",LVPL,2017-09-01T12:01:09Z,2018-03-22T10:56:03Z
